index,ground_truth,prediction,correct,edit_distance,gt_length,pred_length
18293,SOLIS,SOLIS,True,0,5,5
18294,PROVING,PROVING,True,0,7,7
18295,CLUTCH,CLUTCH,True,0,6,6
18296,POWDERED,DINDERD,False,4,8,7
18297,UPGRADING,UPGRADING,True,0,9,9
18298,REASSEMBLES,REASSEMBLES,True,0,11,11
18299,CLUTCHES,CLUTCHES,True,0,8,8
18300,REBATING,REBATING,True,0,8,8
18301,BORU,BOU,False,1,4,3
18302,ANNOTATORS,ANNOTATORS,True,0,10,10
18303,BOONDOGGLING,BOONDOGGLING,True,0,12,12
18304,BEDFELLOW,BEDFELLOW,True,0,9,9
18305,INDUBITABLE,INDUBITABLE,True,0,11,11
18306,ROSETTE,ROSETTE,True,0,7,7
18307,LATELY,LATELY,True,0,6,6
18308,SETTLER,SETTLER,True,0,7,7
18309,STOOPED,STOOPED,True,0,7,7
18310,ARROGATES,ARROGATES,True,0,9,9
18311,BASKS,BASKS,True,0,5,5
18312,CLOSET,CLOSET,True,0,6,6
18313,REITERATE,REITERATE,True,0,9,9
18314,PHYSICISTS,PHYSICISTS,True,0,10,10
18315,VALES,VALES,True,0,5,5
18316,SENSELESS,SENSELESS,True,0,9,9
18317,STOICISM,STOICISM,True,0,8,8
18318,RASTAFARIAN,RASTAFARIAN,True,0,11,11
18319,QUIPSTER,QUIPSTER,True,0,8,8
18320,GUNSHOT,GUNSHOT,True,0,7,7
18321,FISHTAILED,FISHTAILED,True,0,10,10
18322,COURSED,COUSED,False,1,7,6
18323,RAWNESS,RAWNESS,True,0,7,7
18324,KIDS,KIDS,True,0,4,4
18325,MARTIAL,MARTIAL,True,0,7,7
18326,UMLAUTS,UMLAUTS,True,0,7,7
18327,PHARISEES,PHARISEES,True,0,9,9
18328,ALIMENT,ALIMENT,True,0,7,7
18329,COHO,COHO,True,0,4,4
18330,OXYMORON,OXYMORON,True,0,8,8
18331,LABELS,LABELS,True,0,6,6
18332,ORBITALS,ORBITALS,True,0,8,8
18333,APPARITION,APPARITION,True,0,10,10
18334,PARSE,PARSE,True,0,5,5
18335,ADORNMENTS,ADORNMENTS,True,0,10,10
18336,MISFILES,MISFILES,True,0,8,8
18337,CORPULENT,CORPULENT,True,0,9,9
18338,PLANNER,PLANNER,True,0,7,7
18339,TV,TV,True,0,2,2
18340,PROPELLER,PROPELLER,True,0,9,9
18341,BRINKS,BRINKS,True,0,6,6
18342,ADAR,ADAR,True,0,4,4
18343,CONSOLIDATIONS,CONSOLIDATIONS,True,0,14,14
18344,OVERREACHES,OVERREACHES,True,0,11,11
18345,CIRCULATED,CIRCULATED,True,0,10,10
18346,RUMINATED,RUMINATED,True,0,9,9
18347,ORMOLU,ORMOLU,True,0,6,6
18348,DOVETAILING,DOVETAILING,True,0,11,11
18349,SUFFIX,SUFFIX,True,0,6,6
18350,DESERTED,DESERTED,True,0,8,8
18351,OPPORTUNELY,OPPORTUNELY,True,0,11,11
18352,DEMILITARIZATION,DEMILITARIZATION,True,0,16,16
18353,LEXICOGRAPHERS,LEXICOGRAPHES,False,1,14,13
18354,CONTENTIOUSLY,CONTENTIOUSLY,True,0,13,13
18355,SECTARIES,SECTARIES,True,0,9,9
18356,INTIMACIES,JATINACES,False,4,10,9
18357,TONGANS,TONGANS,True,0,7,7
18358,MILAN,MILAN,True,0,5,5
18359,PHANEROZOIC,PANS,False,8,11,4
18360,WEAKNESS,WEAKNESS,True,0,8,8
18361,APOSTASY,APOSTASY,True,0,8,8
18362,BENEFICIARY,PENEFICIARY,False,1,11,11
18363,BLOOMFIELD,BLOOMFIELD,True,0,10,10
18364,LATTES,LATTES,True,0,6,6
18365,REMANDS,REMANDS,True,0,7,7
18366,GEORGES,GEORGES,True,0,7,7
18367,UNPROFITABLY,UNPROFITABLY,True,0,12,12
18368,STANDORT,STANDORT,True,0,8,8
18369,FRIENDLINESS,FRIENDLINESS,True,0,12,12
18370,ENRAPTURES,ENRAPTURES,True,0,10,10
18371,FOGHORNS,FOGHORNS,True,0,8,8
18372,BEASTLINESS,BEASTLINESS,True,0,11,11
18373,VONDA,VONDA,True,0,5,5
18374,SOLELY,SOLELY,True,0,6,6
18375,WASTING,WASTING,True,0,7,7
18376,BATTLEDORES,BATTLEDORES,True,0,11,11
18377,NAGWARE,NASWARE,False,1,7,7
18378,DILATES,DILATES,True,0,7,7
18379,PEOPLES,PEOPLES,True,0,7,7
18380,MURDERESS,MURDERESS,True,0,9,9
18381,TAWDRY,TAWDRY,True,0,6,6
18382,NURSELINGS,NURSELINGS,True,0,10,10
18383,APPREHENDED,APPREHENDED,True,0,11,11
18384,ZIRCON,ZIRCON,True,0,6,6
18385,TOPOGRAPHICALLY,TYGOPRONPHICALLY,False,5,15,16
18386,RECHRISTENED,RECHRISTENED,True,0,12,12
18387,INEXPERIENCED,INEXPERIENCED,True,0,13,13
18388,COURTS,COURTS,True,0,6,6
18389,PHIAL,PHIAL,True,0,5,5
18390,VAPORWARES,VAPORWARES,True,0,10,10
18391,COPIOUSLY,COPIOUSLY,True,0,9,9
18392,WIMPIER,WIMPIER,True,0,7,7
18393,CLOVER,CLOVER,True,0,6,6
18394,TRACT,TRACT,True,0,5,5
18395,GOULASH,GOULASH,True,0,7,7
18396,SCHERZO,SCHERZO,True,0,7,7
18397,PLACARDING,AES,False,9,10,3
18398,FEM,FEM,True,0,3,3
18399,ALPERT,ALPERT,True,0,6,6
18400,SEAMUS,SEAMUS,True,0,6,6
18401,FRUMPISH,FRUMPISH,True,0,8,8
18402,PARROTS,PARROTS,True,0,7,7
18403,MISTY,MISTY,True,0,5,5
18404,LAWLESSNESS,LAWLESSNESS,True,0,11,11
18405,TEAPOTS,TEAPOTS,True,0,7,7
18406,SZYMBORSKA,SZYMBORSKA,True,0,10,10
18407,MUTATE,MUTATE,True,0,6,6
18408,LOGICIAN,LOGICIAN,True,0,8,8
18409,SUPERCHARGERS,SUPERCHAGARS,False,2,13,12
18410,FRUITLESSLY,FRUITLESSLY,True,0,11,11
18411,REMAPS,REMAPS,True,0,6,6
18412,TAWNEY,TAWNEY,True,0,6,6
18413,TODDLING,TODDLING,True,0,8,8
18414,QUARREL,QUARREL,True,0,7,7
18415,DRUMMOND,DRUMMOND,True,0,8,8
18416,LEEWARD,LEEWARD,True,0,7,7
18417,RECONSIDERS,RECONSIDERS,True,0,11,11
18418,HIMALAYAN,HIMALAYAN,True,0,9,9
18419,GOG,GOG,True,0,3,3
18420,LABORING,LABORING,True,0,8,8
18421,CLOWN,CLOWN,True,0,5,5
18422,EXORCISMS,EXORCISMS,True,0,9,9
18423,GENERALISSIMOS,CENERALRISMOS,False,4,14,13
18424,BLOTTER,BLOTTER,True,0,7,7
18425,UNWARILY,UNWARILY,True,0,8,8
18426,SANDER,SANDER,True,0,6,6
18427,SEPTEMBERS,SEPTEMBERS,True,0,10,10
18428,8,8,True,0,1,1
18429,CUTTLEFISH,CUTTLEISSM,False,3,10,10
18430,WIRIER,WIRIER,True,0,6,6
18431,DEFUNCT,DEFUNCT,True,0,7,7
18432,WORKOUT,WORKOUT,True,0,7,7
18433,CANST,CANST,True,0,5,5
18434,BIDE,BIDE,True,0,4,4
18435,SHADOWED,SHADOWED,True,0,8,8
18436,GAMBOL,GAMBOL,True,0,6,6
18437,ENDEARING,ENDEARING,True,0,9,9
18438,NONAGES,NONAGES,True,0,7,7
18439,HUNG,HUNG,True,0,4,4
18440,AMIABILITY,AMIABILITY,True,0,10,10
18441,MEDICS,MEDICS,True,0,6,6
18442,CONTORTIONS,CONTRTIONS,False,1,11,10
18443,RELENTS,RELENTS,True,0,7,7
18444,THIEVES,THIEVES,True,0,7,7
18445,LOGS,LOGS,True,0,4,4
18446,STARERS,STARERS,True,0,7,7
18447,LULU,LULU,True,0,4,4
18448,SANDBLASTERS,SANDBLASTERS,True,0,12,12
18449,OVERHEARD,OVERHEARD,True,0,9,9
18450,MOUSIEST,MOUSIEST,True,0,8,8
18451,HYDROMETERS,HYDROMETERS,True,0,11,11
18452,UNFORGIVING,UNFORGIVING,True,0,11,11
18453,DISPUTATIOUSLY,DISPUTATIOUSLY,True,0,14,14
18454,WARRANTIED,WARRANTIED,True,0,10,10
18455,BOILED,BOILED,True,0,6,6
18456,NOXZEMA,AES,False,6,7,3
18457,BUCKAROOS,BUCKAROOS,True,0,9,9
18458,BEERIER,BEERIER,True,0,7,7
18459,CATHOLICISMS,CATHOLICISMS,True,0,12,12
18460,FLUOROSCOPE,FLUOROSCOPE,True,0,11,11
18461,PARALLELING,PARALLELING,True,0,11,11
18462,LIQUIDATES,LIQUIDATES,True,0,10,10
18463,STILLER,STILLER,True,0,7,7
18464,GODFATHERS,GODFATHERS,True,0,10,10
18465,JAUNTIER,JAUNTIER,True,0,8,8
18466,CIRCUMLOCUTIONS,CIRCUMLOCUTIONS,True,0,15,15
18467,CEMENTUM,CEMENTUM,True,0,8,8
18468,METAMORPHOSES,METAMORPHOSES,True,0,13,13
18469,ALLURING,ALLURING,True,0,8,8
18470,PEDICURED,PEDICURED,True,0,9,9
18471,BRADSHAW,BRADSHAW,True,0,8,8
18472,HOLLIS,HOLLIS,True,0,6,6
18473,WORDILY,WORDILY,True,0,7,7
18474,GLORIA,GLORIA,True,0,6,6
18475,RAVE,RAVE,True,0,4,4
18476,LITHUANIA,LITHANIA,False,1,9,8
18477,TUBELESS,TUBELESS,True,0,8,8
18478,INTELLECTUALS,RETRUALS,False,8,13,8
18479,CATHETERIZING,CATHETRIZING,False,1,13,12
18480,NECTARINE,NECTARINE,True,0,9,9
18481,CONGESTION,CONGESTION,True,0,10,10
18482,NEWT,NEWT,True,0,4,4
18483,MARIBEL,MARIBEL,True,0,7,7
18484,MARLINESPIKE,MARLINESPIKE,True,0,12,12
18485,UNPINNING,UNPINNSING,False,1,9,10
18486,MELANGES,MELANGES,True,0,8,8
18487,AUTOMATIZE,AUTOMATIZE,True,0,10,10
18488,TIERS,TIERS,True,0,5,5
18489,IDIOT,IDIOT,True,0,5,5
18490,TAIWAN,TAIWAN,True,0,6,6
18491,CENOTAPH,CENOTAPH,True,0,8,8
18492,CLOYING,CLYING,False,1,7,6
18493,NONVOTERS,NONVOTERS,True,0,9,9
18494,LIMITS,AIMITS,False,1,6,6
18495,HOBBLING,HOBBLING,True,0,8,8
18496,ABM,ABM,True,0,3,3
18497,OBSESSIVELY,OBSESSIVELY,True,0,11,11
18498,LEPKE,LEPKE,True,0,5,5
18499,OOH,OOH,True,0,3,3
18500,PEARLY,PEARLY,True,0,6,6
18501,VOCABLES,VOCABLES,True,0,8,8
18502,WEATHERMAN,WEATHERMAN,True,0,10,10
18503,DEFERENCE,DEFERENCE,True,0,9,9
18504,YOKE,YOKE,True,0,4,4
18505,SPECIFY,SPACIFY,False,1,7,7
18506,UVULARS,OVULARS,False,1,7,7
18507,TEQUILAS,TEQUILAS,True,0,8,8
18508,VACUOUS,VACUOUS,True,0,7,7
18509,SPELLDOWN,SPELLDOWN,True,0,9,9
18510,LOBES,LOBES,True,0,5,5
18511,APPRAISALS,APPRAISALS,True,0,10,10
18512,EXCULPATES,BULMONES,False,6,10,8
18513,POPPING,POPPING,True,0,7,7
18514,FILLETS,FILLETS,True,0,7,7
18515,CHILDMINDERS,CHILDMINDERS,True,0,12,12
18516,HKS,HKS,True,0,3,3
18517,SHOWBOATING,SHOWBOATING,True,0,11,11
18518,BATCHING,BATCHING,True,0,8,8
18519,ROLLINS,ROLLINS,True,0,7,7
18520,EXECUTRICES,EXECUTRICES,True,0,11,11
18521,PIE,PIE,True,0,3,3
18522,RODENTS,RODENTS,True,0,7,7
18523,SOBER,SOBER,True,0,5,5
18524,WANDERINGS,WANDERINGS,True,0,10,10
18525,ROCHAMBEAU,ROCHAMBEAU,True,0,10,10
18526,CLANGS,CLANGS,True,0,6,6
18527,AMPUTATE,AMPUTATE,True,0,8,8
18528,FREEHAND,FREEHAND,True,0,8,8
18529,LATHS,LATHS,True,0,5,5
18530,DESCRIBES,DESCRIBES,True,0,9,9
18531,OBJECTORS,OBJECTORS,True,0,9,9
18532,SPOILSPORTS,SPOILSPORTS,True,0,11,11
18533,MOGADISHU,MOGADISHU,True,0,9,9
18534,DICIEST,DICIEST,True,0,7,7
18535,PULITZER,PULITZER,True,0,8,8
18536,GA,GA,True,0,2,2
18537,PROSTHETIC,PROSTHETIC,True,0,10,10
18538,CORRALLED,CORRALLED,True,0,9,9
18539,CONEYS,CONEYS,True,0,6,6
18540,LEDGES,LEDGES,True,0,6,6
18541,PLUNGERS,PLUNGERS,True,0,8,8
18542,WEAKNESSES,WEAKNESSES,True,0,10,10
18543,GALLERY,GALLERY,True,0,7,7
18544,SUSPENDS,SUSPENDS,True,0,8,8
18545,RECOLLECTING,RECOLEVONES,False,6,12,11
18546,EXCRETING,EXCRETING,True,0,9,9
18547,STOICAL,STOICAL,True,0,7,7
18548,DEGRADABLE,DEGRADABLE,True,0,10,10
18549,SPOTS,SPOTS,True,0,5,5
18550,MANCUNIAN,MANCUNIAN,True,0,9,9
18551,VOICELESS,VOICELESS,True,0,9,9
18552,JIVE,JIVE,True,0,4,4
18553,PULPED,PULPED,True,0,6,6
18554,CONGRESS,CONGRESS,True,0,8,8
18555,DAIMLER,DAIMLER,True,0,7,7
18556,DULLES,DULLES,True,0,6,6
18557,NONCONFORMIST,NONCONFORMIST,True,0,13,13
18558,NONINFLATIONARY,NONINFLATIONARY,True,0,15,15
18559,DESCALES,DESCALES,True,0,8,8
18560,AVIAN,AVIAN,True,0,5,5
18561,AMNESTY,AMNESTY,True,0,7,7
18562,UPROAR,UPROAR,True,0,6,6
18563,SLOBBER,SLOBBER,True,0,7,7
18564,SCHIZOPHRENIA,SULAZOPIRENISA,False,5,13,14
18565,INVENTED,INVENTED,True,0,8,8
18566,STERILIZED,OVENALLIZED,False,5,10,11
18567,PARASITICALLY,PARASITICALLY,True,0,13,13
18568,PASTICHE,PASTICHE,True,0,8,8
18569,MICHIGANDER,MICHIGANDER,True,0,11,11
18570,COMMUTER,COMMUTER,True,0,8,8
18571,OVERPRINT,OVERPRINT,True,0,9,9
18572,REPAINT,REPAINT,True,0,7,7
18573,BEATERS,BEATERS,True,0,7,7
18574,CAULKS,CAULKS,True,0,6,6
18575,BLESSINGS,BLESSINGS,True,0,9,9
18576,IMMURE,IMMURE,True,0,6,6
18577,BONER,BONER,True,0,5,5
18578,CERISE,CERISE,True,0,6,6
18579,REASSIGNS,REASSIGNS,True,0,9,9
18580,ROMANTICISM,CBTIES,False,8,11,6
18581,CAVEAU,CAVEAU,True,0,6,6
18582,ASSYRIANS,ASSYRIANS,True,0,9,9
18583,MULLEIN,MULLEIN,True,0,7,7
18584,SPARSENESS,SPARSENESS,True,0,10,10
18585,TERRIBLENESS,TERRIBLENESS,True,0,12,12
18586,617,617,True,0,3,3
18587,RESISTED,RESISTED,True,0,8,8
18588,DUREX,DUREX,True,0,5,5
18589,PAVE,PAVE,True,0,4,4
18590,SAVAGED,SAVAGED,True,0,7,7
18591,PUPPIE,PUPPIE,True,0,6,6
18592,TUNNEY,TUNNEY,True,0,6,6
18593,DESOLATELY,DESOLATELY,True,0,10,10
18594,BAIT,BAIT,True,0,4,4
18595,ZORCH,ZORCH,True,0,5,5
18596,SEQUENCES,SEQUENCES,True,0,9,9
18597,BOLT,BOLT,True,0,4,4
18598,DISTRACT,DISTRACT,True,0,8,8
18599,DIDRIKSON,DIDRIKSON,True,0,9,9
18600,DISPENSING,DISPENSING,True,0,10,10
18601,CLICKER,ELICKER,False,1,7,7
18602,PRECEDES,PRECEDES,True,0,8,8
18603,FREAKISHLY,FREAKISHLY,True,0,10,10
18604,RESTUARANT,RESTUARANT,True,0,10,10
18605,OHIOAN,OHIOAN,True,0,6,6
18606,TYPEWRITES,TYPEWRITES,True,0,10,10
18607,LEVIER,LEVIER,True,0,6,6
18608,LIFESPANS,LIFESPANS,True,0,9,9
18609,ZOOPHYTIC,ZOOPHYTIC,True,0,9,9
18610,FLUENCY,FLUENCY,True,0,7,7
18611,ACTS,ACTS,True,0,4,4
18612,APICAL,APICAL,True,0,6,6
18613,EARNESTNESS,EARNESTNESS,True,0,11,11
18614,CREATION,CREATION,True,0,8,8
18615,CLIPPED,CLIPPED,True,0,7,7
18616,WOOZIEST,WOOZIEST,True,0,8,8
18617,DREADING,DREADING,True,0,8,8
18618,FRICTIONAL,FRICTIONAL,True,0,10,10
18619,PERMED,PERMED,True,0,6,6
18620,IMMATERIALLY,IMMATERIALLY,True,0,12,12
18621,ZEIGER,ZEIGER,True,0,6,6
18622,ZANUCK,ZANUCK,True,0,6,6
18623,PASSERSBY,PASSERSBY,True,0,9,9
18624,DIVIDABLE,DIVIDABLE,True,0,9,9
18625,BUGATTI,BUGATTI,True,0,7,7
18626,CHAGALL,CHAGALL,True,0,7,7
18627,DUBBIN,DUBBIN,True,0,6,6
18628,CANOPUS,CANOPUS,True,0,7,7
18629,ADENOID,ADENOID,True,0,7,7
18630,COMPENSATION,COMPENSATION,True,0,12,12
18631,NERDY,NERDY,True,0,5,5
18632,WASTRELS,WASTRELS,True,0,8,8
18633,RIPPING,RIPPING,True,0,7,7
18634,ZION,ZION,True,0,4,4
18635,KUROSAWA,KUROSAWA,True,0,8,8
18636,SACKED,SACKED,True,0,6,6
18637,MOTE,MOTE,True,0,4,4
18638,HOOTS,HOOTS,True,0,5,5
18639,JITTERBUG,JITTERBUG,True,0,9,9
18640,STOOL,STOOL,True,0,5,5
18641,YID,YID,True,0,3,3
18642,TURBOTS,TURBOTS,True,0,7,7
18643,KEYPUNCH,KOYPUNCH,False,1,8,8
18644,DAFTLY,DAFTLY,True,0,6,6
18645,CARLSBAD,CARLSBAD,True,0,8,8
18646,LIEUTENANTS,LESTEMANTS,False,3,11,10
18647,WHITENED,WHITENED,True,0,8,8
18648,ADSORBING,ADSORBING,True,0,9,9
18649,TESSELLATES,TESSELLATES,True,0,11,11
18650,DISORGANIZE,DISORGANIZE,True,0,11,11
18651,SMUGGLE,SMUGGLE,True,0,7,7
18652,HYPOTENUSE,HYPOTENLISE,False,2,10,11
18653,NORWICH,NORWICH,True,0,7,7
18654,MIDLANDS,MOLANDS,False,2,8,7
18655,OMB,OMB,True,0,3,3
18656,INDY,INDY,True,0,4,4
18657,POTATOES,POTATOES,True,0,8,8
18658,SHAKEN,SHAKEN,True,0,6,6
18659,TRIPPED,TRIPPED,True,0,7,7
18660,HEART,HEART,True,0,5,5
18661,NARRATION,NARRATION,True,0,9,9
18662,NURSEMAIDS,NURSEMAIDS,True,0,10,10
18663,DRILLMASTERS,DRILLMASTERS,True,0,12,12
18664,FEVERISHLY,FEVERISHLY,True,0,10,10
18665,RESERVATIONS,RESERVATIONS,True,0,12,12
18666,PRECOCIOUSLY,PRECOCIOUSLY,True,0,12,12
18667,TICKS,TICKS,True,0,5,5
18668,GOUDA,GOUDA,True,0,5,5
18669,HON,HON,True,0,3,3
18670,RIOTOUSNESS,BINTUNSMRS,False,7,11,10
18671,MENTIONED,MENTIONED,True,0,9,9
18672,LAMENTING,LAMENTING,True,0,9,9
18673,SIXPENCE,SIXPENCE,True,0,8,8
18674,GLIDES,GLIDES,True,0,6,6
18675,FOODERY,FOODERY,True,0,7,7
18676,SOJOURNER,SOJOURNER,True,0,9,9
18677,FONT,FONT,True,0,4,4
18678,ROMBRO,ROMBRO,True,0,6,6
18679,INDOLENTLY,INDOLENTLY,True,0,10,10
18680,PREPONDERANCES,PREPONDERANCES,True,0,14,14
18681,MIDDLEMOST,MIDDLEMOST,True,0,10,10
18682,SINCEREST,SINCEREST,True,0,9,9
18683,FIRER,FIRER,True,0,5,5
18684,DELIRIOUSNESS,DELIRIOUSNESS,True,0,13,13
18685,BENGHAZI,BENGHAZI,True,0,8,8
18686,HIPHUGGERS,HIPHUGGERS,True,0,10,10
18687,FREEBASING,FREEBASING,True,0,10,10
18688,EXAMPLED,EXAMPLED,True,0,8,8
18689,DAB,DAB,True,0,3,3
18690,INCIVILITIES,INCMILITIES,False,2,12,11
18691,GNARLING,GNARLING,True,0,8,8
18692,WREATHED,WREATHED,True,0,8,8
18693,EBENEEZER,CBENEEZER,False,1,9,9
18694,SPURIOUSNESS,IPURIOUSNESS,False,1,12,12
18695,HYDROELECTRICALLY,HYDROELECTICALLY,False,1,17,16
18696,GOODLIEST,GOODLIEST,True,0,9,9
18697,HEMISPHERES,HEMISPHERES,True,0,11,11
18698,TAMARACK,LAMARACK,False,1,8,8
18699,PLACKETS,PLACKETS,True,0,8,8
18700,ADMIX,ADMIX,True,0,5,5
18701,LOCKETS,LOCKETS,True,0,7,7
18702,NARROW,NARROW,True,0,6,6
18703,CONSIDERS,CONSIDERS,True,0,9,9
18704,INTERCONTINENTAL,INTERCONTINENTAL,True,0,16,16
18705,PROTRUDED,PROTRUDED,True,0,9,9
18706,SLIPPERS,SLIPPERS,True,0,8,8
18707,TRANSCENDENTALLY,TRANSCENDENTALLY,True,0,16,16
18708,PLANES,PLANES,True,0,6,6
18709,MISQUOTES,MISQUOTES,True,0,9,9
18710,CELLS,CELLS,True,0,5,5
18711,ALPERT,ALPERT,True,0,6,6
18712,DOWNTREND,DOWNTREND,True,0,9,9
18713,DIGNITARIES,DIGNITARIES,True,0,11,11
18714,INFILTRATED,INFILTRATED,True,0,11,11
18715,CHANNELIZED,CHANNELIZED,True,0,11,11
18716,YUMAS,YUMAS,True,0,5,5
18717,CULTIVABLE,CULTIVABLE,True,0,10,10
18718,FORBIDDING,FORBIDDING,True,0,10,10
18719,OUTRUN,OUTRUN,True,0,6,6
18720,COLLOCATES,COLLOCATES,True,0,10,10
18721,LYME,LYME,True,0,4,4
18722,TACITNESS,TACITNESS,True,0,9,9
18723,VOLDEMORT,VOLDEMORT,True,0,9,9
18724,RADIATES,RADIATES,True,0,8,8
18725,UNUTTERABLE,UNUTTERABLE,True,0,11,11
18726,AMELIORATES,CMOLICERES,False,6,11,10
18727,DISAGREEMENTS,DISAGREEMETT,False,2,13,12
18728,DIFFUSIVE,DIFFUSIVE,True,0,9,9
18729,MENDS,MENDS,True,0,5,5
18730,HARLEQUIN,HARLEQUIN,True,0,9,9
18731,HEARTBEATS,HEARTBEATS,True,0,10,10
18732,DEXTERS,DEXTERS,True,0,7,7
18733,REPEATER,REPEATER,True,0,8,8
18734,SPEEDWAYS,SPEEDWAYS,True,0,9,9
18735,PREQUELS,PREQUELS,True,0,8,8
18736,MORALIZATION,MORALIZATION,True,0,12,12
18737,ERUCTATIONS,ELVUCTATIONS,False,2,11,12
18738,DEPLORED,DEPLORED,True,0,8,8
18739,WHOPPER,WHOPBER,False,1,7,7
18740,BENEFICIARY,BENEFICALY,False,2,11,10
18741,SPADICES,SPADICES,True,0,8,8
18742,OUTBURSTS,OUTBURSTS,True,0,9,9
18743,SHOPLIFTED,SHOPLIFTED,True,0,10,10
18744,UNFORTUNATELY,UNFORTUNATELY,True,0,13,13
18745,RESONANT,RATONANT,False,2,8,8
18746,CARTED,CARTED,True,0,6,6
18747,LECTERN,LEETERN,False,1,7,7
18748,TUBMAN,TUBMAN,True,0,6,6
18749,ABORIGINES,ABORIGINES,True,0,10,10
18750,GUNS,GUNS,True,0,4,4
18751,SIDESTEPS,SIDESTEPS,True,0,9,9
18752,NEVIS,NEVIS,True,0,5,5
18753,SEQUESTERING,SEQUESTERING,True,0,12,12
18754,LAWBREAKING,LAWBREAKING,True,0,11,11
18755,TIMBRES,TIMBRES,True,0,7,7
18756,CAVEMAN,CAVEMAN,True,0,7,7
18757,SHIPWRECKS,SHIPWRECKS,True,0,10,10
18758,KOUFAX,KOUFAX,True,0,6,6
18759,ELECTRIC,ELECTRIC,True,0,8,8
18760,COORDINATORS,CORMICATORS,False,3,12,11
18761,FOREIGNNESS,FOREIGNNESS,True,0,11,11
18762,OVERSPECIALIZED,OVERSPCIALIZED,False,1,15,14
18763,UNINCORPORATED,UNINCORPORATED,True,0,14,14
18764,FRIGGING,FRIGGING,True,0,8,8
18765,RESTRUCTURES,RESTRUCTURES,True,0,12,12
18766,INSULATION,INSULATION,True,0,10,10
18767,OBVIATES,OBVIATES,True,0,8,8
18768,CONCEALMENT,CONCEALMENT,True,0,11,11
18769,TITILLATE,TITILLATE,True,0,9,9
18770,PERIWIGS,PERIWIGS,True,0,8,8
18771,DARRYL,DARRYL,True,0,6,6
18772,UNHEALTHINESS,UNHEALTHINESS,True,0,13,13
18773,PUPPET,PUPPET,True,0,6,6
18774,LEGIBLY,LEGIBLY,True,0,7,7
18775,PRESIDED,PRESIDED,True,0,8,8
18776,GASTRIC,GASTRIC,True,0,7,7
18777,GAEL,GAEL,True,0,4,4
18778,GOODNIGHT,GOODIGHT,False,1,9,8
18779,CORSAIR,CORSAIR,True,0,7,7
18780,SAGES,SAGES,True,0,5,5
18781,SHINTOISM,SHINTOISM,True,0,9,9
18782,APPALLS,APPALLS,True,0,7,7
18783,CHAPPED,CHAPPED,True,0,7,7
18784,GILDA,GILDA,True,0,5,5
18785,BLACKTHORNS,BLACKTERNS,False,2,11,10
18786,SEMARANG,SEMARANG,True,0,8,8
18787,TREES,TREES,True,0,5,5
18788,SULKING,SULKING,True,0,7,7
18789,IMPLICITNESS,IMPLICITNESS,True,0,12,12
18790,JOKEY,JOKEY,True,0,5,5
18791,HOLDUPS,HOLDUPS,True,0,7,7
18792,TILES,TILES,True,0,5,5
18793,ANIMATE,ANIMATE,True,0,7,7
18794,BONITA,BONITA,True,0,6,6
18795,PSEUDONYM,PSEUDONYM,True,0,9,9
18796,VAINER,VAINER,True,0,6,6
18797,SECULARIZES,SECULARIZES,True,0,11,11
18798,CURES,CURES,True,0,5,5
18799,GIBED,GIBED,True,0,5,5
18800,HECTORING,HECTORING,True,0,9,9
18801,STATUESQUE,STATUESQUE,True,0,10,10
18802,COMPOSURE,COMPOSURE,True,0,9,9
18803,VIXENISH,VIXENISH,True,0,8,8
18804,TALENTS,TALENTS,True,0,7,7
18805,WHITNEY,WHITNEY,True,0,7,7
18806,ARTISTICALLY,ARTISTICALLY,True,0,12,12
18807,SNAGS,SNAGS,True,0,5,5
18808,PLAYSTATION,PLAYSTATION,True,0,11,11
18809,TELEPATHIC,TELEPATHIC,True,0,10,10
18810,LOOKOUTS,LOOKOUTS,True,0,8,8
18811,SUPRANATIONAL,SUPRANATIONAL,True,0,13,13
18812,ARNULFO,ARNULFO,True,0,7,7
18813,MYCENAE,MYCENAE,True,0,7,7
18814,CONCEITS,CONCEITS,True,0,8,8
18815,TRANSPLANTED,TRANSPLANTED,True,0,12,12
18816,CRACKDOWN,CRACHDOWN,False,1,9,9
18817,FLURRIED,FLURRIED,True,0,8,8
18818,GABERDINES,GABERDINES,True,0,10,10
18819,THEOLOGICALLY,THEOLOGICALLY,True,0,13,13
18820,ETERNITIES,ETERNITIES,True,0,10,10
18821,DENTING,DENTING,True,0,7,7
18822,TYMPANUMS,TYMPAWINS,False,3,9,9
18823,SQUABBLED,CAOHANS,False,8,9,7
18824,UNDEFENDED,UNDEFENDED,True,0,10,10
18825,FROTHIER,PROTHIER,False,1,8,8
18826,LUGES,LUGES,True,0,5,5
18827,CHORDATE,CHORDATE,True,0,8,8
18828,LOCALLY,LOCALLY,True,0,7,7
18829,AMERASIAN,AMERASIAN,True,0,9,9
18830,CRAFT,CRAFT,True,0,5,5
18831,WINE,WINE,True,0,4,4
18832,FEYNMAN,FELLAN,False,3,7,6
18833,RANCHING,RANCHING,True,0,8,8
18834,IRVING,IRVING,True,0,6,6
18835,3TH,3TH,True,0,3,3
18836,MASERS,MASERS,True,0,6,6
18837,CHICKASAWS,CHICKASAWS,True,0,10,10
18838,SUPERVENED,SUPERVENED,True,0,10,10
18839,REDEPLOYMENT,REDEPLOYMENT,True,0,12,12
